,Username,ChampionToPredict,TierRankName,TierRank,LadderRank,TopChamp_S2022,TopChamp_Last20,AvgK_Last20,AvgD_Last20,AvgA_Last20,PrefPosition_Last20,LastPlayedChamp,LastPlayedResult
3726,Envy VI,Brand,gold 2,15,"177,907",Jinx,Jinx,9.2,6.9,12.8,Bottom,Varus,1
3727,mrpuffms,Lucian,silver 4,9,"733,587",Yorick,Yasuo,7.6,7.3,9.9,Middle,Rek'Sai,0
3728,Rizos,Jinx,silver 4,9,"733,561",Jinx,Jinx,7.8,8.8,20.3,Bottom,Jinx,0
3729,ShÄggyDocLip,Urgot,silver 4,9,"733,562",Urgot,Urgot,5.9,8.3,5.6,Top,Morgana,1
3730,RoItEatEr,Sett,silver 4,9,"733,563",Aatrox,Aatrox,9.9,8.1,10.6,Top,Aatrox,0
3731,Hipster Jezus,Pyke,silver 4,9,"733,533",Senna,Senna,6.1,6.9,18.4,Support,Senna,1
3732,Uryu1337,Ziggs,silver 4,9,"733,584",Morgana,Malzahar,4.5,5.3,9.5,Middle,Ziggs,0
3733,joseƒ,Lux,silver 4,9,"733,519",Lux,Lux,6.8,6.1,10.8,Middle,Caitlyn,0
3734,Lil Chick Energy,Rumble,silver 4,9,"733,564",Veigar,Veigar,8.0,8.5,8.7,Top,Ziggs,1
3735,Espresso Latte,Karma,silver 4,9,"733,582",Diana,Jinx,10.1,7.3,10.3,Support,Nasus,0
3736,Just a Ekko,Ekko,platinum 4,17,"85,013",Ekko,Ekko,8.0,6.2,6.5,Jungle,Ekko,0
3737,PhoenixPBL,Kalista,platinum 4,17,"85,027",Viktor,Viktor,5.5,6.9,7.7,Middle,Viktor,0
3738,RUNWAY01,Pyke,platinum 4,17,"84,999",Sylas,Jayce,8.9,9.3,8.6,Top,Pyke,0
3739,GrunkleSqueakee,Urgot,platinum 4,17,"85,062",Zeri,Zeri,5.8,6.0,6.6,Top,Karthus,0
3740,dontflamebekind,Azir,platinum 4,17,"85,034",Azir,Soraka,5.5,6.6,10.3,Middle,Rumble,0
3741,High Noon Soraka,Nami,platinum 4,17,"85,025",Soraka,Nami,3.1,5.3,11.5,Support,Xerath,0
3742,october the 31st,Malphite,platinum 4,17,"85,036",Bard,Karma,3.5,6.5,11.3,Support,Malphite,1
3743,rengarglemynutss,Rengar,platinum 4,17,"85,006",Rengar,Rengar,8.2,7.8,10.9,Jungle,Yone,0
3744,XofLife,Nami,silver 2,11,"595,327",Ezreal,Nami,7.1,8.0,7.5,Support,Nami,0
3745,Sprigzz,Jinx,silver 2,11,"595,360",Sivir,Jinx,8.7,7.4,12.8,Bottom,Sivir,1
3746,Project Titan,Udyr,silver 2,11,"595,327",Caitlyn,Samira,6.2,5.4,5.8,Bottom,Lux,0
3747,L0ST1SL4ND,Seraphine,silver 2,11,"595,344",Teemo,Renata Glasc,4.7,9.0,14.9,Support,Brand,0
3748,Churchy Boi,Ahri,silver 2,11,"595,323",Lux,Ahri,9.2,6.9,10.9,Jungle,Lee Sin,1
3749,Clarize,Kayle,silver 2,11,"595,311",Thresh,Jinx,6.3,8.0,15.0,Bottom,Lucian,0
3750,Buffalosoldier,Nidalee,silver 2,11,"595,345",Zeri,Rek'Sai,10.6,14.0,6.6,Middle,Yone,0
3751,seiio,Sejuani,silver 2,11,"598,997",Illaoi,Sejuani,6.0,7.4,10.0,Top,Thresh,1
3752,PoopyMcPooppiIe,Draven,silver 2,11,"598,947",Kled,Kled,6.9,8.2,8.6,Top,Xerath,0
3753,GrimmyTheBard,Anivia,silver 2,11,"598,904",Anivia,Anivia,4.2,7.3,12.0,Support,Anivia,1
3754,Wonderlust13,Zilean,silver 2,11,"598,968",Blitzcrank,Morgana,5.6,7.7,18.9,Support,Blitzcrank,1
3755,Relenttless,Pyke,silver 2,11,"598,992",Shen,Vex,8.4,6.1,11.3,Middle,Cho'Gath,1
3756,smuttyanna69,Zed,silver 2,11,"598,935",Yasuo,Fiora,11.8,2.8,6.6,Top,Yasuo,1
3757,CollinKoolaid,Diana,bronze 1,8,"958,530",Kha'Zix,Kha'Zix,3.5,7.1,6.5,Jungle,Kha'Zix,0
3758,LeonardSchleek,Cho'Gath,bronze 1,8,"958,584",Jinx,Cho'Gath,3.7,1.3,3.0,Bottom,Cho'Gath,1
3759,Macdaddy95,Kled,bronze 1,8,"958,511",Wukong,Pantheon,6.7,7.5,5.5,Top,Corki,1
3760,foixfy,Kled,bronze 1,8,"958,555",Kled,Kled,9.9,6.2,6.9,Top,Kled,1
3761,DeLuXe NJ,Yasuo,bronze 1,8,"958,555",Nocturne,Nocturne,12.1,9.6,16.1,Jungle,Nocturne,1
3762,HispanicSandles,Jarvan IV,bronze 1,8,"958,562",Miss Fortune,Graves,4.8,4.9,10.0,Jungle,Diana,0
3763,TristOnlyfans,Vayne,bronze 1,8,"958,525",Tristana,Tristana,9.7,6.9,7.5,Bottom,Caitlyn,0
3764,MonkeBussy,Darius,silver 2,11,"549,394",Aatrox,Aatrox,8.5,6.0,6.2,Top,Aatrox,0
3765,FakersLeftToe,Ekko,silver 2,11,"549,386",Yasuo,Corki,5.3,8.0,8.3,Middle,Trundle,0
3766,Me Jungle Me Int,Singed,silver 2,11,"549,374",Vayne,Sion,5.1,6.9,3.6,Top,Ahri,0
3767,DriverÂ,Kayle,silver 2,11,"549,378",Kayle,Kayle,9.2,9.3,7.3,Middle,Kayle,0
3768,Goliathus0808,Illaoi,silver 2,11,"549,319",Kayle,Riven,6.3,6.3,5.8,Top,Illaoi,1
3769,Silver4Life,Draven,silver 2,11,"549,339",Draven,Draven,6.6,4.8,3.8,Bottom,Draven,0
3770,fdouewtm,Kha'Zix,silver 2,11,"549,312",Sejuani,Trundle,5.2,7.2,4.6,Top,Trundle,0
3771,byeomz,Katarina,silver 4,9,"853,244",Katarina,Katarina,9.4,5.7,6.4,Middle,Rengar,0
3772,cornythedog,Zac,silver 4,9,"853,267",Warwick,Zac,4.9,5.1,8.7,Jungle,Zac,0
3773,SspecialJ,Xin Zhao,silver 4,9,"853,290",Alistar,Alistar,2.9,4.9,12.7,Support,Anivia,0
3774,KiriTo61,Twitch,silver 4,9,"853,234",Master Yi,Teemo,6.5,6.6,6.5,Bottom,Teemo,1
3775,Gibalude,Miss Fortune,silver 4,9,"853,268",Teemo,Miss Fortune,6.5,5.1,5.6,Bottom,Teemo,0
3776,zhoont,Master Yi,silver 2,11,"554,704",Darius,Singed,6.9,6.3,9.5,Jungle,Ezreal,0
3777,JustPermaBanned,Soraka,silver 2,11,"554,737",Renata Glasc,Lux,3.8,4.9,8.8,Support,Ahri,0
3778,ChompChompxX,Morgana,silver 2,11,"554,776",Morgana,Morgana,2.8,8.1,16.3,Support,Soraka,0
3779,T A N K E ,Mordekaiser,silver 2,11,"554,807",Mordekaiser,Mordekaiser,7.8,7.3,6.8,Jungle,Mordekaiser,1
3780,Ang37P,Pantheon,silver 2,11,"554,744",Warwick,Pantheon,7.4,7.2,9.2,Jungle,Kha'Zix,1
3781,Tha Cord,Zeri,silver 2,11,"554,757",Zeri,Zeri,8.6,4.7,6.3,Bottom,Zeri,1
3782,WaitingForGodot,Nidalee,silver 2,11,"554,739",Nidalee,Draven,10.9,6.2,6.9,Jungle,Bard,0
3783,Uberdile,Jhin,silver 2,11,"554,759",Galio,Trundle,6.0,4.7,6.3,Bottom,Galio,0
3784,LucarioXYZ,Varus,silver 2,11,"554,753",Kha'Zix,Kindred,11.1,5.7,12.0,Jungle,Ashe,0
3785,Haanii,Pyke,platinum 2,19,"45,908",Senna,Pyke,6.3,5.9,13.1,Support,Veigar,1
3786,ID Opaleye,Caitlyn,platinum 2,19,"45,991",Tryndamere,Tryndamere,4.7,5.5,4.0,Top,Tryndamere,0
3787,Ffreig,Lulu,platinum 2,19,"45,931",Yuumi,Yuumi,1.8,4.9,14.2,Support,Yuumi,1
3788,LeadFootLarry69,Vayne,platinum 2,19,"45,957",Twitch,Twitch,7.4,6.7,7.8,Bottom,Jhin,1
3789,Despyrudorsi,Rengar,platinum 2,19,"45,952",Irelia,Darius,6.9,9.4,4.4,Top,Darius,1
3790,dzDiyos,Cassiopeia,platinum 2,19,"46,000",Cassiopeia,Irelia,7.0,5.4,8.0,Middle,Cassiopeia,1
3791,Bakugöu,Lucian,platinum 2,19,"45,972",Garen,Jax,9.0,7.1,5.5,Top,Lucian,1
3792,Oundledi,Lillia,platinum 2,19,"45,941",Viego,Kai'Sa,7.0,6.9,7.8,Jungle,Kha'Zix,0
3793,ZhengXueLi,Miss Fortune,bronze 4,5,"1,204,437",Lux,Lux,5.0,5.1,10.0,Support,Lillia,1
3794,Miserable King,Wukong,bronze 4,5,"1,204,403",Malzahar,Xayah,8.4,7.4,16.1,Bottom,Rakan,0
3795,agentCED,Sylas,bronze 4,5,"1,204,474",Yasuo,Shyvana,10.4,7.1,9.6,Jungle,Ziggs,1
3796,Skulli01,Viktor,bronze 4,5,"1,204,497",Caitlyn,Viktor,5.6,8.2,8.4,Middle,Viktor,0
3797,Lucash25,Blitzcrank,bronze 4,5,"1,204,424",Kled,Sett,7.8,7.4,8.3,Top,Zilean,1
3798,ZaddyDps,Ezreal,silver 3,10,"631,300",Kai'Sa,Lucian,8.0,6.4,6.3,Middle,Ashe,0
3799,swsp,Viktor,silver 3,10,"631,381",Viktor,Viktor,6.0,6.4,8.5,Middle,Viktor,0
3800,Grizzz Lee,Gnar,silver 3,10,"631,390",Lee Sin,Lee Sin,6.9,3.8,9.1,Jungle,Shyvana,0
3801,Foodgasm,Ezreal,silver 3,10,"631,311",Pyke,Pyke,5.2,6.0,8.7,Support,Pyke,1
3802,OSHA,Nasus,silver 3,10,"631,355",Yasuo,Nasus,8.0,8.5,5.3,Top,Yasuo,0
3803,ksfuker,Zyra,silver 3,10,"631,370",Zyra,Zed,10.7,8.8,19.8,Support,Gragas,0
3804,MrDongle,Caitlyn,silver 3,10,"631,339",Ziggs,Kai'Sa,8.2,4.7,7.6,Bottom,Jhin,0
3805,LAbros12,Ashe,silver 3,10,"631,359",Jhin,Ashe,9.4,9.0,6.8,Bottom,Ashe,0
3806,JuanGnz,Lux,silver 4,9,"782,940",Miss Fortune,Miss Fortune,6.6,5.2,9.0,Bottom,Morgana,1
3807,What the fults,Nasus,silver 4,9,"782,962",Nasus,Nasus,6.4,4.5,6.2,Jungle,Nunu & Willump,0
3808,Xayah nhara,Shyvana,silver 4,9,"782,935",Mordekaiser,Mordekaiser,8.2,10.5,8.3,Top,Nidalee,1
3809,mryumyums666,Vayne,silver 4,9,"782,946",Urgot,Yasuo,8.1,6.7,6.8,Top,Illaoi,0
3810,CalltheShot,LeBlanc,silver 4,9,"782,950",Fiddlesticks,Viego,6.1,7.4,8.2,Jungle,Ahri,0
3811,LuckyKarl,Irelia,silver 4,9,"782,967",Vayne,Irelia,9.1,8.0,5.0,Middle,Irelia,1
3812,CaveatLector,Senna,silver 4,9,"782,984",Yuumi,Senna,5.4,5.7,12.7,Support,Senna,0
3813,uauvpsplw,Lillia,bronze 2,7,"1,079,169",Lillia,Akshan,6.6,3.4,4.3,Middle,Lillia,1
3814,fataIuchiha,Ekko,bronze 2,7,"1,079,157",Master Yi,Yone,9.8,8.6,7.2,Middle,Master Yi,1
3815,LJPx084,Talon,bronze 2,7,"1,079,132",Irelia,Talon,8.1,8.6,6.0,Top,Talon,1
3816,OlegDzor,Katarina,bronze 2,7,"1,079,119",Katarina,Qiyana,12.1,8.0,7.2,Middle,Veigar,1
3817,MightyAdriano,Malzahar,bronze 2,7,"1,079,156",Malzahar,Malzahar,4.3,5.1,7.6,Middle,Malzahar,0
3818,Dpatel35,Kayle,bronze 2,7,"1,079,157",Kayle,Kayle,5.1,4.4,6.9,Top,Kayle,1
3819,yuubeees shoes,Zeri,silver 2,11,"609,881",Hecarim,Kai'Sa,0.0,4.5,4.0,Bottom,Kai'Sa,0
3820,Psychotik,Miss Fortune,silver 2,11,"609,815",Vayne,Miss Fortune,6.4,5.8,6.7,Bottom,Caitlyn,0
3821,OnionJuice,Kindred,silver 2,11,"609,845",Kayle,Kayle,7.0,9.7,4.6,Middle,Fizz,0
3822,lllIIlIIlII,Katarina,silver 2,11,"609,847",Yasuo,Katarina,10.7,6.8,6.1,Middle,Katarina,0
3823,TSM DJT,Ornn,silver 2,11,"609,898",Akshan,Ornn,3.5,5.5,9.2,Top,Ornn,1
3824,Poxrenren,Cho'Gath,silver 2,11,"609,904",Vladimir,Viktor,5.5,6.1,6.3,Middle,Vladimir,0
3825,NellyRobbin,Xin Zhao,silver 2,11,"609,901",Ryze,Graves,10.1,8.0,7.6,Jungle,Irelia,0
3826,Arreighto,Draven,iron 2,3,"1,285,218",Vayne,Vayne,4.9,9.3,6.7,Bottom,Vayne,0
3827,xzrheartless,Jhin,iron 2,3,"1,285,228",Jhin,Jhin,11.5,6.9,7.5,Bottom,Jhin,0
3828,bigthor2886,Malphite,iron 2,3,"1,285,289",Malphite,Lux,2.5,5.0,4.5,Support,Jhin,0
3829,CARRYINFINITE,Lucian,iron 2,3,"1,285,250",Yone,Lucian,6.7,6.6,5.9,Bottom,Lucian,1
3830,Assist0,Ryze,iron 2,3,"1,285,263",Leona,Sylas,6.0,7.0,6.7,Support,Sylas,0
3831,LatterDayMeme,Tryndamere,iron 2,3,"1,285,279",Tryndamere,Riven,6.6,6.3,5.0,Top,Tryndamere,0
3832,GodsInKings,Jhin,gold 2,15,"208,315",Twitch,Samira,6.7,5.9,6.6,Bottom,Samira,0
3833,The Push Man,Nasus,gold 2,15,"208,353",Mordekaiser,Mordekaiser,6.2,8.1,7.3,Top,Mordekaiser,0
3834,The Kujo Jotaro,Rek'Sai,gold 2,15,"208,386",Rek'Sai,Jarvan IV,5.8,6.6,7.6,Jungle,Twisted Fate,0
3835,T1 Grandma ,Yuumi,gold 2,15,"208,362",Amumu,Tahm Kench,1.0,1.0,8.5,Support,Tahm Kench,1
3836,EssaWarudo,Camille,gold 2,15,"208,354",Camille,Camille,9.0,5.9,6.0,Top,Rumble,0
3837,TunaTamer,Wukong,gold 2,15,"208,392",Wukong,Wukong,8.2,8.8,7.1,Jungle,Wukong,1
3838,CapitanNess,Kalista,gold 2,15,"208,317",Kalista,Kalista,7.2,5.3,5.9,Bottom,Kalista,1
3839,Remy404,Viego,gold 2,15,"208,365",Sylas,Viego,6.4,7.9,8.7,Jungle,Viego,0
3840,Buddy10HL,Fizz,gold 1,16,"173,843",Anivia,Anivia,4.8,6.9,9.9,Support,Anivia,0
3841,Phonky,Wukong,gold 1,16,"173,858",Ekko,Ekko,6.6,6.9,8.0,Jungle,Wukong,0
3842,Zaba,Vi,gold 1,16,"173,872",Kha'Zix,Kha'Zix,3.8,6.0,10.0,Jungle,Kha'Zix,0
3843,thousandmuffins,Pantheon,gold 1,16,"173,872",Volibear,Volibear,8.2,7.1,11.0,Top,Pantheon,0
3844,My Left Nut XD,Sivir,gold 1,16,"173,904",Sivir,Ezreal,9.1,6.5,8.9,Bottom,Sivir,0
3845,xBlameTheJungler,Zed,gold 1,16,"173,848",Lee Sin,Shaco,9.2,4.4,5.4,Jungle,Morgana,1
3846,Wang Phat,Senna,gold 1,16,"173,833",Vel'Koz,Senna,3.9,5.8,9.9,Support,Brand,1
3847,Enganeer,Nautilus,gold 1,16,"173,872",Zilean,Twisted Fate,4.2,5.1,11.4,Support,Ryze,0
3848,Lonrabbit,Kayn,iron 1,4,"1,248,711",Kayn,Kayn,5.9,5.0,6.8,Support,Kayn,1
3849,Dismay Halor,Lulu,iron 1,4,"1,248,781",Pyke,Lulu,2.6,7.2,15.9,Support,Janna,0
3850,Jinx de Vil,Jayce,gold 4,13,"365,742",Lux,Lux,6.2,9.1,18.5,Support,Sivir,1
3851,Apocolypticxz,Vel'Koz,gold 4,13,"365,746",Brand,Renata Glasc,4.0,7.2,7.1,Support,Vel'Koz,1
3852,Blu3,Nautilus,gold 4,13,"365,708",Lux,Lux,4.6,5.8,8.6,Middle,Corki,0
3853,SaveToTheADrive,Jhin,gold 4,13,"365,756",Jhin,Samira,8.6,5.3,6.3,Bottom,Samira,1
3854,KapitanPattimura,Viktor,gold 4,13,"365,752",Urgot,Urgot,5.4,6.0,6.1,Top,Brand,0
3855,Rogizzle,Mordekaiser,gold 4,13,"365,797",Amumu,Amumu,6.1,8.0,8.6,Jungle,Heimerdinger,0
3856,arcon194,Vayne,platinum 4,17,"102,683",Lux,Lux,7.7,7.4,7.7,Support,Varus,1
3857,tacobell728,Karthus,platinum 4,17,"102,682",Jinx,Jinx,8.4,6.4,7.4,Bottom,Karthus,0
3858,LevibNzKoO,Warwick,platinum 4,17,"102,648",Shyvana,Warwick,6.4,5.1,5.9,Top,Warwick,1
3859,silchii,Swain,platinum 4,17,"102,672",Swain,Swain,9.4,9.1,13.7,Support,Swain,1
3860,Kar2Danielson,Lux,platinum 4,17,"102,638",Nami,Nami,4.7,6.1,15.2,Support,Nami,1
3861,Love LYJ0528,Xayah,platinum 4,17,"102,694",Jinx,Vex,8.8,6.7,6.8,Middle,Vayne,0
3862,Martha SpeaksLoL,Ashe,platinum 4,17,"102,676",Pyke,Pyke,5.8,5.8,9.0,Support,Pyke,0
3863,ShadowyMurk,Kayn,platinum 4,17,"102,669",Lulu,Fiddlesticks,6.8,8.0,12.0,Jungle,Fiddlesticks,1
3864,DeviantLynx,Lux,gold 3,14,"287,453",Zyra,Lux,3.8,6.2,11.4,Support,Brand,0
3865,BuX1angWanLa,Wukong,gold 3,14,"287,415",Kai'Sa,Sion,7.7,7.5,6.3,Top,Wukong,1
3866,Mei Ban Fa,Braum,gold 3,14,"287,488",Blitzcrank,Nautilus,8.0,9.4,11.9,Top,Nautilus,1
3867,i like dopamine,Senna,gold 3,14,"287,462",Katarina,Katarina,12.6,9.0,14.2,Jungle,Aurelion Sol,0
3868,cootie is bae,Fizz,gold 3,14,"287,421",Irelia,Kai'Sa,8.3,10.5,8.7,Middle,Kindred,0
3869,Ręęf,Draven,gold 3,14,"287,472",Graves,Gangplank,3.9,3.9,7.0,Bottom,Gangplank,0
3870,WallsOfJer1cho,Veigar,gold 3,14,"287,436",Veigar,Veigar,7.8,7.9,7.4,Bottom,Veigar,1
3871,Hub the Hero,Ezreal,bronze 1,8,"882,716",Jhin,Ezreal,5.0,7.5,9.4,Bottom,Ezreal,1
3872,Internet Police,Graves,bronze 1,8,"882,759",Garen,Akali,11.2,5.1,5.7,Middle,Cassiopeia,0
3873,It Hertz wen IP,Swain,bronze 1,8,"882,715",Swain,Swain,6.9,10.5,20.4,Support,Swain,1
3874,Tythanis95,Miss Fortune,bronze 1,8,"882,801",Ahri,Miss Fortune,7.9,7.8,15.0,Bottom,Miss Fortune,1
3875,PaloEscobar,Kai'Sa,bronze 1,8,"882,746",Tryndamere,Tryndamere,16.9,3.8,5.8,Middle,Vex,0
3876,Turgid Pecker,Viktor,platinum 4,17,"87,542",Sion,Sion,6.9,9.1,13.8,Top,Sion,1
3877,Im Ahritard,Sylas,platinum 4,17,"87,501",Sylas,Sylas,5.5,5.3,6.4,Middle,Sylas,0
3878,doirnues,Yasuo,platinum 4,17,"87,577",Kayn,Kayn,6.7,3.9,8.6,Jungle,Lillia,1
3879,IMainValorant,Vayne,platinum 4,17,"87,575",Irelia,Irelia,7.0,7.2,4.3,Top,Riven,0
3880,Shinobu Oshino,Lucian,platinum 4,17,"87,560",Caitlyn,Miss Fortune,6.3,6.6,7.5,Bottom,Yasuo,0
3881,guofunomidopen,Ekko,platinum 4,17,"87,585",Ekko,Ekko,9.5,7.1,9.6,Jungle,Talon,0
3882,2NE1,Qiyana,platinum 4,17,"87,593",Qiyana,Qiyana,10.6,8.0,8.9,Jungle,Kayn,1
3883,NaHiko,Caitlyn,platinum 4,17,"87,577",Jinx,Ezreal,5.7,7.4,6.9,Bottom,Aphelios,1
3884,vexzing,Nami,platinum 4,17,"87,519",Vex,Katarina,5.7,10.4,11.3,Middle,Zyra,0
3885,Mental Fortress,Kayn,platinum 4,17,"87,509",Hecarim,Diana,7.3,6.2,10.8,Jungle,Hecarim,0
3886,Save the türtles,Kayle,gold 2,15,"192,483",Kayle,Kayle,5.2,4.9,4.0,Middle,Akali,0
3887,200IQdoge,Zeri,gold 2,15,"192,500",Aphelios,Zeri,8.8,7.5,7.0,Bottom,Kog'Maw,0
3888,iJona,Diana,gold 2,15,"192,407",Neeko,Malzahar,7.3,6.0,7.7,Middle,Veigar,0
3889,exwgptnt,LeBlanc,gold 2,15,"192,420",Jax,Jax,4.9,5.5,6.3,Middle,Irelia,0
3890,Pîckles2015,Lux,gold 2,15,"192,460",Soraka,Soraka,1.7,4.6,13.0,Support,Lux,1
3891,gcccccccccccccc,Rengar,gold 2,15,"192,476",Wukong,Graves,8.1,7.7,17.7,Jungle,Draven,1
3892,Tourist,Yone,gold 2,15,"192,501",Kindred,Lux,4.3,5.5,5.2,Bottom,Lux,0
3893,Dr J Peterson,Vel'Koz,gold 2,15,"192,452",Graves,Brand,6.8,6.9,11.1,Support,Gragas,1
3894,DarkRaider09,Xerath,bronze 4,5,"1,240,667",Lux,Xerath,3.3,6.1,8.7,Support,Xerath,0
3895,Enderkid303,Lillia,bronze 4,5,"1,240,699",Viego,Lillia,5.6,5.0,5.6,Top,Lillia,0
3896,GGulvala,Shaco,silver 2,11,"546,640",Master Yi,Caitlyn,8.7,8.3,14.1,Bottom,Singed,1
3897,vzTwıstedzv,Caitlyn,silver 2,11,"546,615",Rammus,Shaco,8.8,8.1,6.1,Jungle,Tryndamere,0
3898,A Future CPA,Kalista,silver 2,11,"546,668",Nocturne,Lucian,14.1,8.1,11.1,Jungle,Lucian,0
3899,C00k13Oxka,Vayne,silver 2,11,"546,620",Vayne,Vayne,5.9,8.6,6.7,Top,Vayne,0
3900,vobnnu,Ziggs,silver 2,11,"546,675",Ziggs,Ziggs,6.9,5.4,9.4,Bottom,Ashe,0
3901,Suçç Me,Rek'Sai,silver 2,11,"546,698",Ahri,Yasuo,6.2,4.3,8.3,Middle,Yasuo,1
3902,Kríptíc,Kayn,silver 2,11,"546,663",Kha'Zix,Zac,6.7,4.4,8.4,Jungle,Zac,1
3903,beastboy27,Volibear,silver 2,11,"546,649",Renekton,Olaf,6.5,4.4,9.1,Jungle,Olaf,1
3904,bnclqliil,Viktor,silver 2,11,"546,680",Gangplank,Gangplank,12.6,5.3,8.6,Middle,Lee Sin,0
3905,Xel Naga Trinity,Evelynn,gold 3,14,"236,006",Twitch,Twitch,10.0,8.0,7.6,Jungle,Evelynn,0
3906,buggie,Yuumi,gold 3,14,"236,043",Yuumi,Nami,3.5,7.3,11.7,Support,Renata Glasc,0
3907,Absentıa,Ahri,gold 3,14,"236,071",Caitlyn,Ahri,6.7,5.0,5.0,Middle,Sona,0
3908,Gdiino,Viego,gold 3,14,"236,024",Trundle,Viego,8.4,5.4,6.8,Jungle,Viego,1
3909,Squîgly,Yone,gold 3,14,"236,101",Renata Glasc,Poppy,10.1,10.2,13.2,Bottom,Zoe,1
3910,Tab361,Caitlyn,gold 3,14,"236,072",Caitlyn,Samira,8.2,7.1,9.1,Bottom,Jhin,1
3911,PoeDave,Amumu,gold 3,14,"236,089",Nocturne,Volibear,5.4,3.3,8.0,Jungle,Kindred,1
3912,TeemoMudkip,Blitzcrank,gold 3,14,"236,030",Ezreal,Pyke,10.8,4.3,8.4,Support,Kassadin,1
3913,marktus,Tristana,bronze 3,6,"1,134,871",Tryndamere,Jayce,8.7,5.7,7.7,Middle,Jayce,0
3914,Space Wampa,Pyke,bronze 3,6,"1,134,888",Xin Zhao,Xin Zhao,3.0,9.4,5.1,Jungle,Xin Zhao,1
3915,FearTheHeartless,Veigar,bronze 3,6,"1,134,861",Mordekaiser,Poppy,6.3,6.0,7.5,Jungle,Poppy,1
3916,pscarlyle,Shaco,bronze 3,6,"1,134,817",Shaco,Shaco,5.8,6.4,9.1,Jungle,Shaco,1
3917,ShimmySham,Syndra,bronze 3,6,"1,134,811",Zeri,Jinx,4.7,6.2,6.7,Bottom,Vayne,1
3918,2JZ Jinx,Jinx,bronze 3,6,"1,134,843",Garen,Jinx,7.3,6.3,7.6,Middle,Galio,0
3919,noobandtrollsoop,Blitzcrank,bronze 3,6,"1,134,877",Katarina,Katarina,8.9,4.7,9.4,Middle,Katarina,1
3920,Laeity,Diana,bronze 3,6,"1,134,877",Kayle,Kayle,5.2,6.0,4.1,Top,Kayle,1
3921,beer master182,Lux,bronze 3,6,"1,134,826",Lux,Soraka,2.9,5.7,11.4,Support,Soraka,0
3922,SaiIor Meme,Nami,gold 2,15,"188,510",Lulu,Lulu,1.9,4.2,11.7,Support,Lulu,1
3923,Inò,Jinx,gold 2,15,"188,561",Jinx,Vayne,7.4,5.2,8.7,Bottom,Miss Fortune,1
3924,DuhMonkeyBoy,Diana,gold 2,15,"188,553",Shaco,Shaco,6.7,6.7,10.3,Jungle,Shaco,0
3925,Ladraess,Vladimir,gold 2,15,"188,597",Poppy,Vladimir,6.7,5.7,7.8,Middle,Vladimir,0
3926,TheFallenBabalou,Diana,gold 2,15,"188,506",Kindred,Diana,7.6,5.2,8.6,Jungle,Diana,1
3927,Haroose,Jhin,gold 2,15,"188,528",Jinx,Jhin,9.3,7.8,13.9,Bottom,Kha'Zix,0
3928,Yamitaomotidnus,Kayle,gold 2,15,"188,598",Kayle,Kayle,6.3,5.4,8.3,Top,Kayle,1
3929,capsulr,Braum,gold 2,15,"188,564",Tristana,Pantheon,8.4,8.8,9.2,Top,Tristana,1
3930,Lil Peen Malding,Yuumi,gold 2,15,"188,525",Karma,Karma,2.1,5.4,15.9,Support,Karma,0
3931,SEBTHEGODTIAN,Akali,silver 4,9,"858,409",Akali,Akali,6.8,7.4,9.6,Top,Kayle,0
3932,Mäta,Ryze,silver 4,9,"858,465",Draven,Ryze,7.2,7.2,9.1,Top,Draven,1
3933,ElMartilloTejano,Teemo,silver 4,9,"858,478",Morgana,Garen,5.3,9.0,6.0,Top,Yone,0
3934,Hagdoink,Yasuo,silver 4,9,"858,462",Vex,Yasuo,7.0,8.2,4.5,Middle,Heimerdinger,0
3935,hhaooh,Dr. Mundo,silver 4,9,"858,421",Dr. Mundo,Dr. Mundo,6.2,5.3,5.9,Top,Dr. Mundo,0
3936,HammyCheese,Caitlyn,silver 4,9,"858,445",Amumu,Xin Zhao,7.5,8.4,12.3,Jungle,Draven,0
3937,nationalsgo,Vex,silver 4,9,"858,438",Vayne,Akshan,4.8,6.7,3.4,Top,Twisted Fate,0
3938,VISERIØN,Annie,silver 4,9,"858,436",Annie,Lux,3.3,7.1,8.5,Middle,Annie,0
3939,Ambrosé,Ashe,silver 1,12,"468,622",Ashe,Ashe,1.5,5.0,21.5,Support,Ashe,1
3940,White Limes,Renata Glasc,silver 1,12,"468,691",Soraka,Soraka,5.7,6.3,13.5,Support,Warwick,0
3941,TiàoTiào,Syndra,silver 1,12,"468,625",Corki,Caitlyn,9.0,6.8,15.9,Middle,Graves,0
3942,Hlodowig97,Tryndamere,silver 1,12,"468,656",Nasus,Nasus,10.1,5.2,4.9,Top,Tryndamere,0
3943,NOCilantro,Xerath,silver 1,12,"468,666",Corki,Karma,6.7,5.2,10.3,Support,Thresh,0
3944,peepee12,Nidalee,silver 1,12,"468,615",Lulu,Janna,5.0,6.6,9.7,Support,Ashe,0
3945,Heziij,Garen,silver 4,9,"815,078",Volibear,Volibear,4.6,5.8,6.6,Jungle,Amumu,0
3946,Gids,Annie,silver 4,9,"815,057",Ezreal,Lux,4.5,5.7,6.4,Middle,Karma,0
3947,RRRRyanF,Wukong,silver 4,9,"815,061",Aatrox,Lucian,5.2,4.1,3.6,Top,Aatrox,1
3948,lltulmn,Kassadin,silver 4,9,"815,025",Diana,Diana,11.2,6.0,5.2,Middle,Diana,0
